database_id,disease_name,qualifier,hpo_id,reference,evidence,onset,frequency,sex,modifier,aspect,biocuration,creation_date
OMIM:616276,"Coenzyme Q10 deficiency, primary, 7",,HP:0002093,PMID:25658047,PCS,HP:0003623,3/3,,,P,HPO:skoehler[2015-04-19];HPO:probinson[2024-10-08],2015-04-19
OMIM:616276,"Coenzyme Q10 deficiency, primary, 7",,HP:0200134,PMID:25658047,PCS,,1/3,,,P,HPO:skoehler[2015-04-19];HPO:probinson[2024-10-08],2015-04-19
OMIM:617056,"Tubulointerstitial kidney disease, autosomal dominant, 5",,HP:0003676,PMID:27392076,PCS,,,,,C,HPO:skoehler[2017-07-13];HPO:probinson[2023-02-21],2017-07-13
OMIM:617056,"Tubulointerstitial kidney disease, autosomal dominant, 5",,HP:0004322,PMID:33185949;PMID:27392076,PCS,,2/4,,,P,HPO:skoehler[2017-07-13];HPO:probinson[2024-07-19];ORCID:0000-0002-0736-9199[2024-07-19],2017-07-13
OMIM:617056,"Tubulointerstitial kidney disease, autosomal dominant, 5",,HP:0002719,PMID:33185949;PMID:27392076,PCS,,2/6,,,P,HPO:skoehler[2018-10-08];HPO:probinson[2024-07-19];ORCID:0000-0002-0736-9199[2024-07-19];HPO:probinson[2024-07-19],2018-10-08
OMIM:617056,"Tubulointerstitial kidney disease, autosomal dominant, 5",,HP:0001903,PMID:27392076,PCS,HP:0003577,5/5,,,P,HPO:skoehler[2017-07-13];HPO:probinson[2023-02-21],2017-07-13
OMIM:617056,"Tubulointerstitial kidney disease, autosomal dominant, 5",,HP:0011463,PMID:27392076,PCS,,2/4,,,C,HPO:probinson[2023-02-21],2023-02-21
OMIM:617056,"Tubulointerstitial kidney disease, autosomal dominant, 5",,HP:0011462,PMID:27392076,PCS,,1/4,,,C,HPO:probinson[2023-02-21],2023-02-21
OMIM:617056,"Tubulointerstitial kidney disease, autosomal dominant, 5",,HP:0003621,PMID:27392076,PCS,,1/3,,,C,HPO:probinson[2023-02-21],2023-02-21
OMIM:617056,"Tubulointerstitial kidney disease, autosomal dominant, 5",,HP:0000112,PMID:27392076,PCS,,5/5,,,P,HPO:skoehler[2017-07-13];HPO:probinson[2023-02-21],2017-07-13
OMIM:617056,"Tubulointerstitial kidney disease, autosomal dominant, 5",,HP:0000097,PMID:27392076,PCS,,1/1,,,P,HPO:skoehler[2017-07-13];HPO:probinson[2024-07-19],2017-07-13
OMIM:617056,"Tubulointerstitial kidney disease, autosomal dominant, 5",,HP:0000107,PMID:27392076,PCS,,1/6,,,P,HPO:skoehler[2017-07-13];HPO:probinson[2024-07-19],2017-07-13
OMIM:617056,"Tubulointerstitial kidney disease, autosomal dominant, 5",,HP:0001511,PMID:27392076,PCS,,,,,P,HPO:skoehler[2017-07-13];HPO:probinson[2023-02-21],2017-07-13
OMIM:617056,"Tubulointerstitial kidney disease, autosomal dominant, 5",,HP:0000006,PMID:27392076,PCS,,,,,I,HPO:skoehler[2017-07-13];HPO:probinson[2023-02-21],2017-07-13
OMIM:617056,"Tubulointerstitial kidney disease, autosomal dominant, 5",,HP:0003259,PMID:33185949;PMID:27392076,PCS,,6/6,,,P,HPO:probinson[2023-02-21];ORCID:0000-0002-0736-9199[2024-07-19],2023-02-21
OMIM:614199,"Nephrotic syndrome, type 5, with or without ocular abnormalities",,HP:0003774,PMID:16912710,PCS,HP:0003593,4/4,,,P,HPO:probinson[2013-02-26];HPO:probinson[2020-07-20];HPO:probinson[2024-04-19],2013-02-26
OMIM:614199,"Nephrotic syndrome, type 5, with or without ocular abnormalities",,HP:0000486,PMID:16912710,PCS,,1/4,,,P,HPO:probinson[2013-02-26];HPO:probinson[2020-07-20],2013-02-26
OMIM:614199,"Nephrotic syndrome, type 5, with or without ocular abnormalities",,HP:0000100,PMID:16912710,PCS,HP:0003623,4/4,,,P,HPO:probinson[2013-02-26];HPO:probinson[2020-07-20];HPO:probinson[2024-04-19],2013-02-26
OMIM:614199,"Nephrotic syndrome, type 5, with or without ocular abnormalities",,HP:0000093,PMID:16912710,PCS,HP:0003593,4/4,,,P,HPO:probinson[2013-02-26];HPO:probinson[2020-07-20],2013-02-26
OMIM:614199,"Nephrotic syndrome, type 5, with or without ocular abnormalities",,HP:0000007,PMID:16912710,PCS,,,,,I,HPO:probinson[2013-01-09];HPO:probinson[2020-07-20],2013-01-09
OMIM:614199,"Nephrotic syndrome, type 5, with or without ocular abnormalities",,HP:0000545,PMID:16912710,PCS,,1/4,,,P,HPO:probinson[2013-02-26];HPO:probinson[2020-07-20],2013-02-26
OMIM:277000,Mayer-Rokitansky-Kuster-Hauser syndrome,,HP:0000013,OMIM:277000,IEA,,,,,P,HPO:iea[2009-02-17],2009-02-17
OMIM:277000,Mayer-Rokitansky-Kuster-Hauser syndrome,,HP:0003250,PMID:19889212,PCS,,2/2,,,P,HPO:iea[2009-02-17];HPO:probinson[2024-03-09],2009-02-17
OMIM:277000,Mayer-Rokitansky-Kuster-Hauser syndrome,,HP:0000006,OMIM:277000,IEA,,,,,I,HPO:iea[2009-02-17],2009-02-17
OMIM:117360,"Spinocerebellar ataxia 29, congenital nonprogressive",,HP:0000640,PMID:22986007,PCS,,2/4,,,P,HP:probinson[2022-03-14];HPO:probinson[2024-07-17],2022-03-14
OMIM:117360,"Spinocerebellar ataxia 29, congenital nonprogressive",,HP:0002384,PMID:22986007,PCS,,2/4,,,P,HP:probinson[2022-03-14];HPO:probinson[2024-07-17],2022-03-14
OMIM:117360,"Spinocerebellar ataxia 29, congenital nonprogressive",,HP:0000639,PMID:37821226;PMID:29925855;PMID:37964426;PMID:28488678;PMID:28620721;PMID:27062503;PMID:28826917;PMID:15623688;PMID:22986007;PMID:35743164;PMID:25794864,PCS,,32/43,,,P,HPO:iea[2009-02-17];HPO:probinson[2021-10-23];ORCID:0000-0002-0736-9199[2024-07-17];HP:probinson[2022-03-14],2009-02-17
OMIM:117360,"Spinocerebellar ataxia 29, congenital nonprogressive",,HP:0000006,PMID:15623688,PCS,,,,,I,HPO:iea[2009-02-17];HPO:probinson[2021-10-23],2009-02-17
OMIM:117360,"Spinocerebellar ataxia 29, congenital nonprogressive",,HP:0003577,PMID:37964426;PMID:28488678;PMID:27062503;PMID:28826917;PMID:15623688;PMID:25794864,PCS,,26/32,,,C,HPO:iea[2009-02-17];HPO:probinson[2021-10-23];ORCID:0000-0002-0736-9199[2024-07-17],2009-02-17
OMIM:117360,"Spinocerebellar ataxia 29, congenital nonprogressive",,HP:0001310,PMID:37821226;PMID:37964426;PMID:28488678;PMID:28620721;PMID:15623688,PCS,,24/26,,,P,HPO:skoehler[2013-02-25];HPO:probinson[2021-10-23];ORCID:0000-0002-0736-9199[2024-07-17],2013-02-25
OMIM:117360,"Spinocerebellar ataxia 29, congenital nonprogressive",,HP:0001270,PMID:15623688;PMID:35743164;PMID:22986007,PCS,,14/14,,,P,HPO:iea[2009-02-17];HPO:probinson[2021-10-23];ORCID:0000-0002-0736-9199[2024-07-17],2009-02-17
OMIM:117360,"Spinocerebellar ataxia 29, congenital nonprogressive",,HP:0002080,PMID:37964426;PMID:15623688;PMID:22986007,PCS,,13/16,,,P,HPO:skoehler[2013-02-25];HPO:probinson[2021-10-23];ORCID:0000-0002-0736-9199[2024-07-17];HP:probinson[2022-03-14],2013-02-25
OMIM:117360,"Spinocerebellar ataxia 29, congenital nonprogressive",,HP:0006855,PMID:29925855;PMID:28826917;PMID:15623688;PMID:22986007,PCS,,9/15,,,P,HP:probinson[2022-03-14];HPO:probinson[2024-07-17];HPO:iea[2009-02-17];HPO:probinson[2021-10-23];ORCID:0000-0002-0736-9199[2024-07-17],2022-03-14
OMIM:117360,"Spinocerebellar ataxia 29, congenital nonprogressive",,HP:0001320,PMID:15623688,PCS,,2/5,,,P,HPO:probinson[2021-10-23],2021-10-23
OMIM:117360,"Spinocerebellar ataxia 29, congenital nonprogressive",,HP:0002136,PMID:37821226;PMID:28826917,PCS,,2/2,,,P,HPO:iea[2009-02-17];HPO:probinson[2024-07-17];ORCID:0000-0002-0736-9199[2024-07-17],2009-02-17
OMIM:117360,"Spinocerebellar ataxia 29, congenital nonprogressive",,HP:0000750,PMID:37821226;PMID:37964426;PMID:22986007,PCS,,7/9,,,P,HP:probinson[2022-03-14];HPO:probinson[2024-07-17];ORCID:0000-0002-0736-9199[2024-07-17],2022-03-14
OMIM:117360,"Spinocerebellar ataxia 29, congenital nonprogressive",,HP:0001256,PMID:37964426;PMID:28488678;PMID:15623688;PMID:35743164;PMID:25794864,PCS,,23/23,,,P,HPO:probinson[2021-10-23];ORCID:0000-0002-0736-9199[2024-07-17],2021-10-23
OMIM:117360,"Spinocerebellar ataxia 29, congenital nonprogressive",,HP:0031629,PMID:37821226;PMID:37964426;PMID:15623688,PCS,,11/11,,,P,HPO:probinson[2021-10-23];ORCID:0000-0002-0736-9199[2024-07-17],2021-10-23
OMIM:117360,"Spinocerebellar ataxia 29, congenital nonprogressive",,HP:0002066,PMID:15623688;PMID:22986007,PCS,,6/13,,,P,HPO:probinson[2021-10-23];HP:probinson[2022-03-14],2021-10-23
OMIM:117360,"Spinocerebellar ataxia 29, congenital nonprogressive",,HP:0001252,PMID:25981959;PMID:29925855;PMID:37964426;PMID:28620721;PMID:28826917;PMID:22986007;PMID:35743164,PCS,,23/26,,,P,HP:probinson[2022-03-14];HPO:probinson[2024-07-17];ORCID:0000-0002-0736-9199[2024-07-17],2022-03-14
OMIM:117360,"Spinocerebellar ataxia 29, congenital nonprogressive",,HP:0030147,PMID:22986007,PCS,,2/4,,,P,HP:probinson[2022-03-14];HPO:probinson[2024-07-17],2022-03-14
OMIM:117360,"Spinocerebellar ataxia 29, congenital nonprogressive",,HP:0001260,PMID:37821226;PMID:37964426;PMID:28488678;PMID:28620721;PMID:28826917;PMID:15623688;PMID:22986007;PMID:35743164,PCS,,24/31,,,P,HPO:iea[2009-02-17];HPO:probinson[2021-10-23];ORCID:0000-0002-0736-9199[2024-07-17];HP:probinson[2022-03-14],2009-02-17
OMIM:117360,"Spinocerebellar ataxia 29, congenital nonprogressive",,HP:0002470,PMID:37821226;PMID:15623688,PCS,,12/12,,,P,HPO:iea[2009-02-17];HPO:probinson[2021-10-23];ORCID:0000-0002-0736-9199[2024-07-17],2009-02-17
OMIM:117360,"Spinocerebellar ataxia 29, congenital nonprogressive",,HP:0002075,PMID:15623688,PCS,,1/10,,,P,HPO:iea[2009-02-17];HPO:probinson[2021-10-23],2009-02-17
OMIM:117360,"Spinocerebellar ataxia 29, congenital nonprogressive",,HP:0002194,PMID:22986007,PCS,,1/4,,,P,HP:probinson[2022-03-14],2022-03-14
OMIM:117360,"Spinocerebellar ataxia 29, congenital nonprogressive",,HP:0002070,PMID:28826917;PMID:15623688;PMID:22986007,PCS,,6/15,,,P,HPO:skoehler[2013-02-25];HPO:probinson[2021-10-23];ORCID:0000-0002-0736-9199[2024-07-17];HP:probinson[2022-03-14],2013-02-25
OMIM:618977,Optic atrophy 12,,HP:0000613,PMID:29181157;PMID:26539208,PCS,,2/2,,,P,HPO:probinson[2020-09-04];ORCID:0000-0002-0736-9199[2025-10-19],2020-09-04
OMIM:618977,Optic atrophy 12,,HP:0007641,PMID:29181157,PCS,,1/1,,,P,HPO:probinson[2020-09-04],2020-09-04
OMIM:618977,Optic atrophy 12,,HP:0007663,PMID:29181157;PMID:26539208;PMID:32600459;PMID:32219868,PCS,,18/22,,,P,HPO:probinson[2020-09-04];ORCID:0000-0002-0736-9199[2025-10-19],2020-09-04
OMIM:618977,Optic atrophy 12,,HP:0030586,PMID:29181157,PCS,,,,,P,HPO:probinson[2020-09-04],2020-09-04
OMIM:618977,Optic atrophy 12,,HP:0000648,PMID:29181157;PMID:32600459;PMID:32219868,PCS,,7/7,,,P,HPO:probinson[2020-09-04];ORCID:0000-0002-0736-9199[2025-10-19],2020-09-04
OMIM:618977,Optic atrophy 12,,HP:0000543,PMID:29181157;PMID:26539208;PMID:32600459;PMID:32219868,PCS,,8/8,,,P,HPO:probinson[2020-09-04];ORCID:0000-0002-0736-9199[2025-10-19],2020-09-04
OMIM:618977,Optic atrophy 12,,HP:0000006,PMID:32600459,PCS,,,,,I,HPO:probinson[2020-09-04];HPO:probinson[2020-09-04],2020-09-04
OMIM:256810,Mitochondrial DNA depletion syndrome 6 (hepatocerebral type),,HP:0002661,OMIM:256810,IEA,,,,,P,HPO:iea[2009-02-17],2009-02-17
OMIM:256810,Mitochondrial DNA depletion syndrome 6 (hepatocerebral type),,HP:0004322,OMIM:256810,IEA,,,,,P,HPO:iea[2009-02-17],2009-02-17
OMIM:256810,Mitochondrial DNA depletion syndrome 6 (hepatocerebral type),,HP:0005010,OMIM:256810,TAS,,,,,P,HPO:iea[2009-02-17],2009-02-17
OMIM:256810,Mitochondrial DNA depletion syndrome 6 (hepatocerebral type),,HP:0002936,PMID:16909392,PCS,,3/6,,,P,HPO:probinson[2022-12-13],2022-12-13
OMIM:256810,Mitochondrial DNA depletion syndrome 6 (hepatocerebral type),,HP:0006994,PMID:16909392,PCS,,2/6,,,P,HPO:probinson[2022-12-13],2022-12-13
OMIM:256810,Mitochondrial DNA depletion syndrome 6 (hepatocerebral type),,HP:0002659,OMIM:256810,TAS,,,,,P,HPO:iea[2009-02-17],2009-02-17
OMIM:256810,Mitochondrial DNA depletion syndrome 6 (hepatocerebral type),,HP:0000495,PMID:16909392,PCS,,,,,P,HPO:iea[2009-02-17];HPO:probinson[2022-12-13],2009-02-17
OMIM:256810,Mitochondrial DNA depletion syndrome 6 (hepatocerebral type),,HP:0011924,PMID:16909392,PCS,,1/1,,,P,HPO:probinson[2022-12-13];HPO:probinson[2022-12-13],2022-12-13
OMIM:256810,Mitochondrial DNA depletion syndrome 6 (hepatocerebral type),,HP:0006582,OMIM:256810,IEA,,,,,P,HPO:iea[2009-02-17],2009-02-17
OMIM:256810,Mitochondrial DNA depletion syndrome 6 (hepatocerebral type),,HP:0000007,PMID:16582910,PCS,,,,,I,HPO:iea[2009-02-17];HPO:probinson[2022-12-13],2009-02-17
OMIM:256810,Mitochondrial DNA depletion syndrome 6 (hepatocerebral type),,HP:0007141,OMIM:256810,IEA,,,,,P,HPO:skoehler[2010-06-20],2010-06-20
OMIM:256810,Mitochondrial DNA depletion syndrome 6 (hepatocerebral type),,HP:0007021,OMIM:256810,TAS,,,,,P,HPO:skoehler[2012-10-17],2012-10-17
OMIM:256810,Mitochondrial DNA depletion syndrome 6 (hepatocerebral type),,HP:0001942,PMID:16909392,PCS,,5/6,,,P,HPO:probinson[2022-12-13],2022-12-13
OMIM:256810,Mitochondrial DNA depletion syndrome 6 (hepatocerebral type),,HP:0006579,PMID:16909392,PCS,,,,,P,HPO:iea[2009-02-17];HPO:probinson[2022-12-13],2009-02-17
OMIM:256810,Mitochondrial DNA depletion syndrome 6 (hepatocerebral type),,HP:0002136,PMID:16909392,PCS,,1/6,,,P,HPO:probinson[2022-12-13],2022-12-13
OMIM:256810,Mitochondrial DNA depletion syndrome 6 (hepatocerebral type),,HP:0002098,PMID:16909392,PCS,,1/6,,,P,HPO:probinson[2022-12-13],2022-12-13
OMIM:256810,Mitochondrial DNA depletion syndrome 6 (hepatocerebral type),,HP:0003676,PMID:16909392,PCS,,,,,C,HPO:skoehler[2012-10-17];HPO:probinson[2022-12-13],2012-10-17
OMIM:256810,Mitochondrial DNA depletion syndrome 6 (hepatocerebral type),,HP:0001251,OMIM:256810,TAS,,,,,P,HPO:skoehler[2012-10-17],2012-10-17
OMIM:256810,Mitochondrial DNA depletion syndrome 6 (hepatocerebral type),,HP:0001404,PMID:16909392,PCS,,1/6,,,P,HPO:probinson[2022-12-13],2022-12-13
OMIM:256810,Mitochondrial DNA depletion syndrome 6 (hepatocerebral type),,HP:0000559,PMID:16909392,PCS,,2/3,,,P,HPO:probinson[2022-12-13],2022-12-13
OMIM:256810,Mitochondrial DNA depletion syndrome 6 (hepatocerebral type),,HP:0001402,PMID:16909392,PCS,,1/6,,,P,HPO:probinson[2022-12-13],2022-12-13
OMIM:256810,Mitochondrial DNA depletion syndrome 6 (hepatocerebral type),,HP:0003323,PMID:16909392,PCS,,1/6,,,P,HPO:probinson[2022-12-13],2022-12-13
OMIM:256810,Mitochondrial DNA depletion syndrome 6 (hepatocerebral type),,HP:0003202,PMID:16909392,PCS,,1/6,,,P,HPO:probinson[2022-12-13],2022-12-13
OMIM:256810,Mitochondrial DNA depletion syndrome 6 (hepatocerebral type),,HP:0002505,PMID:16909392,PCS,,2/6,,,P,HPO:probinson[2022-12-13],2022-12-13
OMIM:256810,Mitochondrial DNA depletion syndrome 6 (hepatocerebral type),,HP:0001413,PMID:16909392,PCS,,1/6,,,P,HPO:probinson[2022-12-13],2022-12-13
OMIM:256810,Mitochondrial DNA depletion syndrome 6 (hepatocerebral type),,HP:0012804,PMID:16909392,PCS,,2/6,,,P,HPO:probinson[2022-12-13],2022-12-13
OMIM:256810,Mitochondrial DNA depletion syndrome 6 (hepatocerebral type),,HP:0007460,OMIM:256810,TAS,,,,,P,HP:probinson[2018-07-01];HP:probinson[2018-07-14],2018-07-01
OMIM:256810,Mitochondrial DNA depletion syndrome 6 (hepatocerebral type),,HP:0001988,PMID:16909392,PCS,,2/6,,,P,HPO:probinson[2022-12-13],2022-12-13
OMIM:256810,Mitochondrial DNA depletion syndrome 6 (hepatocerebral type),,HP:0006121,OMIM:256810,TAS,,,,,P,HP:probinson[2018-07-01];HP:probinson[2018-07-14],2018-07-01
OMIM:256810,Mitochondrial DNA depletion syndrome 6 (hepatocerebral type),,HP:0001510,PMID:16909392,PCS,,3/6,,,P,HPO:probinson[2022-12-13],2022-12-13
OMIM:613826,Leber congenital amaurosis 6,,HP:0000563,PMID:24066033;PMID:26047050;PMID:31666973,PCS,,1/15,,,P,HPO:probinson[2013-08-10];HPO:probinson[2024-11-02];ORCID:0000-0002-0736-9199[2024-11-02],2013-08-10
OMIM:613826,Leber congenital amaurosis 6,,HP:0000518,PMID:28453600;PMID:30576320;PMID:31666973,PCS,,1/9,,,P,HPO:probinson[2013-08-10];HPO:probinson[2024-11-02];ORCID:0000-0002-0736-9199[2024-11-02],2013-08-10
OMIM:613826,Leber congenital amaurosis 6,,HP:0008499,OMIM:613826,TAS,,,,,P,HPO:probinson[2013-08-10],2013-08-10
OMIM:613826,Leber congenital amaurosis 6,,HP:0001141,PMID:29053603,PCS,,1/1,,,P,HPO:probinson[2013-08-10];HPO:probinson[2024-11-02],2013-08-10
OMIM:613826,Leber congenital amaurosis 6,,HP:0000007,OMIM:613826,TAS,,,,,I,HPO:probinson[2013-01-09],2013-01-09
OMIM:613826,Leber congenital amaurosis 6,,HP:0000613,PMID:26992781;PMID:23505306;PMID:21602930;PMID:33308271;PMID:18682808;PMID:32736544,PCS,,8/23,,,P,HPO:probinson[2013-08-10];HPO:probinson[2024-11-02];ORCID:0000-0002-0736-9199[2024-11-02],2013-08-10
OMIM:613826,Leber congenital amaurosis 6,,HP:0000550,OMIM:613826,TAS,,,,,P,HPO:probinson[2013-08-10],2013-08-10
OMIM:613826,Leber congenital amaurosis 6,,HP:0012043,OMIM:613826,TAS,,,,,P,HPO:probinson[2013-08-10],2013-08-10
OMIM:610042,Pitt-Hopkins like syndrome 1,,HP:0002465,OMIM:610042,IEA,,,,,P,HPO:skoehler[2018-10-08],2018-10-08
OMIM:610042,Pitt-Hopkins like syndrome 1,,HP:0002463,OMIM:610042,IEA,,,,,P,HPO:skoehler[2018-10-08],2018-10-08
OMIM:610042,Pitt-Hopkins like syndrome 1,,HP:0001251,PMID:23074684;PMID:37183190,PCS,,6/12,,,P,HPO:skoehler[2018-10-08];HPO:probinson[2024-08-19];ORCID:0000-0002-0736-9199[2024-08-19],2018-10-08
OMIM:610042,Pitt-Hopkins like syndrome 1,,HP:0001290,OMIM:610042,IEA,,,,,P,HPO:skoehler[2019-04-18],2019-04-18
OMIM:610042,Pitt-Hopkins like syndrome 1,,HP:0000752,PMID:16571880,PCS,,,,,P,HPO:probinson[2013-03-31];HPO:probinson[2023-03-04],2013-03-31
OMIM:610042,Pitt-Hopkins like syndrome 1,,HP:0001249,PMID:27439707,PCS,HP:0011463,1/1,,,P,HPO:probinson[2013-03-31];HPO:probinson[2023-03-04],2013-03-31
OMIM:610042,Pitt-Hopkins like syndrome 1,,HP:0001344,OMIM:610042,IEA,,,,,P,HPO:skoehler[2018-10-08],2018-10-08
OMIM:610042,Pitt-Hopkins like syndrome 1,,HP:0002353,PMID:34778490;PMID:26843181;PMID:33895390;PMID:30762603;PMID:27439707;PMID:37183190;PMID:19302947;PMID:16571880;PMID:33042910,PCS,,30/37,,,P,HPO:skoehler[2018-10-08];HPO:probinson[2024-08-19];ORCID:0000-0002-0736-9199[2024-08-19],2018-10-08
OMIM:610042,Pitt-Hopkins like syndrome 1,,HP:0002197,OMIM:610042,IEA,,,,,P,HPO:skoehler[2018-10-08],2018-10-08
OMIM:610042,Pitt-Hopkins like syndrome 1,,HP:0002194,PMID:34778490;PMID:23074684;PMID:27439707;PMID:16571880;PMID:25045150,PCS,,12/13,,,P,HPO:probinson[2013-01-09];HPO:probinson[2023-03-04];ORCID:0000-0002-0736-9199[2024-08-19],2013-01-09
OMIM:610042,Pitt-Hopkins like syndrome 1,,HP:0000007,PMID:16571880,PCS,,,,,I,HPO:skoehler[2019-04-18];HPO:probinson[2023-03-04],2019-04-18
OMIM:610042,Pitt-Hopkins like syndrome 1,,HP:0002349,PMID:16571880,PCS,,3/9,,,P,HPO:probinson[2023-03-04];HPO:probinson[2023-03-04],2023-03-04
OMIM:610042,Pitt-Hopkins like syndrome 1,,HP:0001257,PMID:37183190;PMID:27439707;PMID:33042910,PCS,,2/10,,,P,HPO:skoehler[2018-10-08];HPO:probinson[2024-08-19];ORCID:0000-0002-0736-9199[2024-08-19],2018-10-08
OMIM:610042,Pitt-Hopkins like syndrome 1,,HP:0002883,PMID:23074684;PMID:19896112;PMID:21827697;PMID:37183190;PMID:27439707;PMID:16571880;PMID:25045150,PCS,,8/45,,,P,HPO:skoehler[2019-04-18];ORCID:0000-0002-0736-9199[2024-08-19],2019-04-18
OMIM:610042,Pitt-Hopkins like syndrome 1,,HP:0007064,OMIM:610042,TAS,,,,,P,HPO:probinson[2013-03-31],2013-03-31
OMIM:610042,Pitt-Hopkins like syndrome 1,,HP:0000256,PMID:35911904,PCS,,1/1,,,P,HPO:skoehler[2019-04-18];HPO:probinson[2024-08-19],2019-04-18
OMIM:610042,Pitt-Hopkins like syndrome 1,,HP:0002133,PMID:16571880,PCS,,3/9,,,P,HPO:probinson[2023-03-04],2023-03-04
OMIM:610042,Pitt-Hopkins like syndrome 1,,HP:0012760,OMIM:610042,TAS,,,,,P,HPO:probinson[2013-03-31],2013-03-31
OMIM:610042,Pitt-Hopkins like syndrome 1,,HP:0007018,PMID:16571880,PCS,,8/9,,,P,HPO:probinson[2023-03-04],2023-03-04
OMIM:610042,Pitt-Hopkins like syndrome 1,,HP:0001315,OMIM:610042,TAS,,,,,P,HPO:probinson[2013-03-31],2013-03-31
OMIM:616325,"Myasthenic syndrome, congenital, 9, associated with acetylcholine receptor deficiency",,HP:0003473,PMID:15496425,PCS,,1/1,,,P,HPO:probinson[2023-03-22],2023-03-22
OMIM:616325,"Myasthenic syndrome, congenital, 9, associated with acetylcholine receptor deficiency",,HP:0001252,OMIM:616325,TAS,HP:0003623,,,,P,HPO:skoehler[2015-05-31],2015-05-31
OMIM:616325,"Myasthenic syndrome, congenital, 9, associated with acetylcholine receptor deficiency",,HP:0003593,OMIM:616325,TAS,,,,,C,HPO:skoehler[2015-12-30],2015-12-30
OMIM:616325,"Myasthenic syndrome, congenital, 9, associated with acetylcholine receptor deficiency",,HP:0003623,PMID:15496425,PCS,,1/1,,,C,HPO:probinson[2023-03-22],2023-03-22
OMIM:616325,"Myasthenic syndrome, congenital, 9, associated with acetylcholine receptor deficiency",,HP:0003324,PMID:15496425,PCS,,1/1,,,P,HPO:probinson[2023-03-22],2023-03-22
OMIM:616325,"Myasthenic syndrome, congenital, 9, associated with acetylcholine receptor deficiency",,HP:0000007,PMID:15496425,PCS,,,,,I,HPO:skoehler[2015-12-30];HPO:probinson[2023-03-22],2015-12-30
OMIM:616325,"Myasthenic syndrome, congenital, 9, associated with acetylcholine receptor deficiency",,HP:0001319,OMIM:616325,TAS,,,,,P,HPO:skoehler[2015-12-30],2015-12-30
OMIM:607398,Glucocorticoid deficiency 2,,HP:0001988,PMID:16868047;PMID:15654338,PCS,,11/11,,,P,HPO:iea[2009-02-17];HPO:probinson[2022-11-26];HPO:probinson[2024-03-13],2009-02-17
OMIM:607398,Glucocorticoid deficiency 2,,HP:0000007,PMID:15654338,PCS,,,,,I,HPO:iea[2009-02-17];HPO:probinson[2022-11-26],2009-02-17
OMIM:607398,Glucocorticoid deficiency 2,,HP:0000953,PMID:27660747,PCS,,1/1,,,P,HPO:iea[2009-02-17];HPO:probinson[2022-11-26];HPO:probinson[2024-03-13],2009-02-17
OMIM:162000,"Tubulointerstitial kidney disease, autosomal dominant, 1",,HP:0003676,PMID:12471200,PCS,,,,,C,HPO:skoehler[2013-05-07];HPO:probinson[2022-04-01],2013-05-07
OMIM:162000,"Tubulointerstitial kidney disease, autosomal dominant, 1",,HP:0000123,OMIM:162000,IEA,,,,,P,HPO:skoehler[2018-10-08],2018-10-08
OMIM:162000,"Tubulointerstitial kidney disease, autosomal dominant, 1",,HP:0000083,PMID:12471200,PCS,,12/12,,,P,HPO:iea[2009-02-17];HPO:probinson[2022-04-01],2009-02-17
OMIM:162000,"Tubulointerstitial kidney disease, autosomal dominant, 1",,HP:0000092,PMID:12471200;PMID:36606057;PMID:28509303;PMID:32847529;PMID:17245395;PMID:37487849;PMID:31068150;PMID:25786455;PMID:14531790,PCS,,24/24,,,P,HPO:skoehler[2013-05-07];HPO:probinson[2022-04-01];ORCID:0000-0002-0736-9199[2024-08-08],2013-05-07
OMIM:162000,"Tubulointerstitial kidney disease, autosomal dominant, 1",,HP:0012213,PMID:12471200,PCS,,28/32,,,P,HPO:probinson[2022-04-01],2022-04-01
OMIM:162000,"Tubulointerstitial kidney disease, autosomal dominant, 1",,HP:0000006,PMID:12471200,PCS,,,,,I,HPO:iea[2009-02-17];HPO:probinson[2022-04-01],2009-02-17
OMIM:162000,"Tubulointerstitial kidney disease, autosomal dominant, 1",,HP:0002149,PMID:12471200;PMID:28509303;PMID:23826568;PMID:15673476;PMID:23197950;PMID:23988501;PMID:33574344;PMID:37487849;PMID:34904096;PMID:15575003;PMID:25786455;PMID:14531790;PMID:36606057;PMID:21060763;PMID:32847529;PMID:29513881;PMID:17245395;PMID:29569962;PMID:15844001;PMID:15983957;PMID:20151160;PMID:27764983;PMID:33616882,PCS,,100/130,,,P,HPO:skoehler[2019-04-18];HPO:probinson[2022-04-01];ORCID:0000-0002-0736-9199[2024-08-08],2019-04-18
OMIM:616900,"Hypotonia, infantile, with psychomotor retardation and characteristic facies 3",,HP:0001298,PMID:27040692,PCS,,,,,P,HPO:probinson[2017-06-24],2017-06-24
OMIM:616900,"Hypotonia, infantile, with psychomotor retardation and characteristic facies 3",,HP:0006989,PMID:27040692,PCS,,,,,P,HPO:probinson[2017-06-24],2017-06-24
OMIM:616900,"Hypotonia, infantile, with psychomotor retardation and characteristic facies 3",,HP:0012736,PMID:27040692,PCS,,5/5,,,P,HPO:probinson[2017-06-24],2017-06-24
OMIM:616900,"Hypotonia, infantile, with psychomotor retardation and characteristic facies 3",,HP:0012697,PMID:27040692,PCS,,,,,P,HPO:probinson[2017-06-24],2017-06-24
OMIM:616900,"Hypotonia, infantile, with psychomotor retardation and characteristic facies 3",,HP:0000007,PMID:27040692,PCS,,,,,I,HPO:probinson[2017-06-24],2017-06-24
